0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25
-3.9407176662232466;0.14549046556387984;0.33178032257228174;-0.14288257001364907;1.0862144325036631;-0.5264695194263067;-1.0078396842504151;0.5456893165891911;0.5624501948648037;-0.13305197820050343;0.3399726055886061;-0.5866487469860164;-0.5865162095963905;-0.35566015897359526;0.8263073606169549;0.3028000523551125;-0.46056332778560216;-1.100249718799295;-0.6069719597605902;-0.5067879523808;-0.25571371087822176;-0.6455082341856431;-0.36621972914004824;0.6018328603441687;0.14868956370149664;-1.571649452815055
0.12219931423648686;-0.02277761603337725;-0.3994382462463175;0.25112215840902624;-0.8680177260919518;-1.3982879775928467;0.21734617457066593;0.5567176392462779;-0.49927284143356526;-0.17921389130151733;-0.12616040521785898;-0.9914631694670623;-0.3956232168170254;-1.6640344173137571;-1.0745624277287094;-0.7494498922232419;-1.1149818005007701;0.12761710026948986;-0.07176248392531753;-0.5613610809456208;-0.06219752804017344;-1.3463576600844402;0.1118879844171142;-0.17187332735835067;-0.9039266334077828;-0.8967708038192524
-4.399591434644367;-0.6896296314341739;-0.10400901088379944;0.7243900663001944;1.8256485590924771;0.41005166914483354;0.4027372391958505;-0.5064645665139305;0.4556950788278384;0.5837185813816413;-0.8248693294427387;-0.3824657755513585;-0.7397605437986248;0.3244460932230141;0.57904905067264;-0.5641697395346099;0.6994555910623855;-0.030824540804176917;-0.04476871616696947;-1.0050615501803426;-0.3323839654843809;-0.3642758416670756;0.15811909397386734;0.31654953008453807;0.686996245815721;0.6675409343503339
-1.273112371108435;0.5456472548828804;-0.402691029354854;-1.032077020578681;-1.0570539208756935;-1.161633778339989;-0.8753834765803257;-0.11249092330501213;-0.005010014744645698;-1.4300229841914545;-0.8471657087688577;-0.749014194152077;-0.2848843389063788;-0.4482414991683787;-0.08815248595491595;0.338481363879467;-0.6843600558916145;0.08489945671406403;-1.6631858269563309;-0.7848422886411446;-1.1906879014216467;-0.7942693144216406;-0.8010152036528528;-1.691575316390924;-0.9913656629966001;-0.6957447956299411
-3.66609776464448;-0.06218577498944404;-0.817099661009629;-0.9288771108113695;0.31756392653894805;-0.810960767869783;0.18617385919944354;0.47899976023642277;-1.162711101881749;-0.7051960885196592;0.0258953157469342;-0.23966732933687016;-0.09610561899963453;-1.085835753957771;-0.7528018305582129;0.05374466647758839;-0.884274942441213;0.6116056244002807;-1.6210309915149481;1.001874474094201;-1.9859753648446694;0.44627741919478864;0.39285227223229174;-0.12729604439446712;-1.5810948154591324;-1.3957755130504552
-4.816076742930001;-0.05842230672310634;-0.04810765707032091;-0.33477328790636546;-0.7381468598053663;0.2877622461633634;-1.0053972382061296;-0.35591099203276555;-0.4655373611150027;-0.4863977692564004;1.585724219341815;0.3981384216274621;-0.18733678989910202;-0.05262541494802095;-0.6834192720352533;-0.5679301077539429;-0.43818493815474074;0.5380517079567821;0.8502379709335184;0.3886411176329978;-0.21913793396829653;0.48421154165583;0.7548685829586337;-0.17239732172167302;0.3964353706106252;-0.8794523598871281
-5.296713106162583;-0.21083954121155282;-0.18182269391775946;-0.936232979568031;-0.060159058506242244;-0.5760307961961234;-1.1515379016851641;0.1596729175062385;0.26225353815703994;0.011253903224006353;-1.2764421949722995;-0.6615807165097851;-0.18863655340001478;-1.071369222686657;0.17280861046850385;-0.3349777663520294;-0.8315411072300335;0.12365347729387265;-0.8669811760562355;-0.30580259758454104;-0.8656305102623311;0.6608940460596635;-0.9941298651991535;-0.304039261744886;-0.9042389754624843;0.32225822966184753
-4.415673579266252;0.32910520536730886;0.024884224507496427;-0.21788767469881118;0.09946639833715772;-0.028336304954053964;-0.8728704743864617;0.2823440365657701;-0.36759866020725107;-0.7925799504252984;0.13511427293892056;-0.2733920116674833;-1.1602722456751895;-0.14482707302322392;-0.7359404652315069;0.0023627569939782198;-0.856431673879089;-0.05144865735214425;-0.6148405525019482;0.13983154825639274;-0.14591380305012402;-1.3660070578813481;-1.3036285630340922;-1.2473141485626302;-1.377919525434139;-0.9841845094416067
-0.7428159517744742;0.21957778933869126;-0.5754812986847513;0.668203729111007;-0.0985833134408506;0.3971612738354011;0.11971279274187407;-0.17973845497829194;0.35276083548903064;0.46680664307797304;1.313208237032572;0.5957367066283252;-0.22435252832601094;-0.10264832055688908;-0.7636482708346278;0.38563533618649914;-0.5714351889556675;-0.523950735778854;-0.04297425998499348;0.4548756927343182;-0.29559090538235056;-0.6199485655745735;0.117594784396884;0.4605230480094422;0.23607929551940948;-0.10837334611479943
-3.6684735792662515;-2.044189835435282;1.2099038185901383;-0.2500342236094072;0.5407172945228356;0.3621421986555742;0.9863835582963678;-1.1826693781187738;-0.035653224798217115;0.14421963077158;-1.0260143522514207;-0.09316645264822113;-1.141145114821424;0.7024870759996307;0.7325599132222274;0.8903435272550448;0.15033394849957812;-0.20057083919397214;-0.4558277808252933;0.8221912006257021;0.7469935017868566;-0.3693983822048978;-0.07460399623743814;-0.7380593630085738;-0.045303819510277926;1.4130940126440534
