0;1;2;3;4;5;6;7;8;9
-0.18987403179999848;1.548499047799996;-0.21643609669999853;-0.18386928460000226;0.09670384219999849;-0.3999739937000003;-0.09055143909999848;0.6658171138000027;-0.213199014000001;-0.014696366999998637
1.231158922500006;0.13423503889999955;-0.6615315386999957;-1.0092601094000053;-0.1920152189999992;-1.206570140799984;-0.10302969560000318;0.5600064021000021;0.13516218840000013;0.18768156329999833
-0.8145553215000018;0.053424868899999256;-1.0794074768000024;0.38350694700000026;-0.498747646599998;0.33928667770000115;-1.0619451564000026;0.4251757758000005;0.20507353960000052;-0.31612874419999903
-0.10380950390000089;-0.014536206499998877;0.03219302839999932;-0.15228561520000022;-0.07301014369999775;-0.20381817369999888;-0.053407581800000326;0.004089199199999893;-0.1147418877000003;1.589573928499999
-0.7207212036999986;0.7332719162000095;0.6186225469999979;0.42190667379999874;-0.5551705973999959;-1.0967596198999863;-1.1662469154000081;0.18859256370000005;-1.472089499200005;0.13053402269999967
1.7176203722999903;-0.8821926686999974;0.19141921680000124;-0.20521662769999796;-0.12615619510000128;-0.895489090300002;-0.11301751549999971;0.24989431519999794;-0.003503697700001738;-0.37923508909999515
-0.029079152600001268;0.3832593309000023;-0.32077111440000067;0.12975924430000327;0.06250514270000218;-0.18452589780000084;0.040657133700000216;-0.5704073772000011;1.5593527577000026;-0.2085198927000024
0.5168204292000084;-0.11164665109999841;-0.4679146970000035;-1.269023435600004;-0.6129220636999986;-0.32648390029999685;-0.7235829648000002;-1.3031342871999936;-0.5321334147000054;-0.15241793000000042
-0.5663764244999931;0.3241232126000007;-0.5446615585000003;0.23046209189999947;0.8750775001000068;-0.3699894749000002;0.473935649099999;-0.16184674120000017;-0.8847358155000035;-1.5594644087000002
-0.027226276700002088;0.14341451809999936;1.1427161976000046;-0.001817363800002512;0.014719371099999557;-0.20333540309999934;0.039527941099999575;-0.3206563071000002;-0.30815154309999787;0.07105096889999704
-0.7906447498999979;0.02679313640000005;0.5087996423000072;0.1829525189999989;-0.22634568140000053;-0.6398797946999984;-0.5050705310000015;-1.2651426457999981;-0.2862568545000007;-0.04349896430000002
0.08017718979999897;-1.0641705237999952;0.14701156050000538;-0.33267135230000017;-0.0983119666999973;0.44982655820000356;0.004295665099999621;0.9400942006000018;0.10849920140000081;0.00511769619999789
0.31392878909999883;0.48654833070000025;-0.8151873034999944;-0.4504485417000002;0.8573469348000046;-1.2216795349999958;-0.04450454480000014;-0.06535875179999963;-0.7022969480999978;-1.6488666616999987
0.29564739490000136;0.08650149249999924;0.7974810783000053;0.13259114489999943;-0.4394278778999981;-0.8492156429999932;-0.9165248188000032;0.018626500500000035;0.03934897090000009;-1.5721826207000023
1.3168925274999896;-0.04745104679999746;0.10600983270000147;-0.24177657119999904;0.06933080439999302;-0.8351529880000075;0.09628401009999994;-0.39030936330000154;-0.017800625500003078;0.04608643930000134
-0.7567939945000008;-0.04809918360000009;-1.0362827185000008;0.2935523945000011;0.3132754119000011;-0.15655821710000023;-0.29267939670000265;-1.1832739491999988;-1.6269776578999966;-0.1637795558000015
-0.017843371700000537;-0.4468657459000015;0.14361629799999737;1.6432348859999972;-0.17299381689999985;-0.40760513539999815;-0.04477777000000196;0.4070075698999977;-0.6584114957999991;0.07738571849999862
0.1546226262000008;0.2152570678000004;-0.2815066247999995;0.5136682934000055;-0.04342127939999982;0.5000237833999991;-0.6053949008000022;-0.7797773976999941;-0.027723120899999953;-0.569071495500003
-0.09885896759999974;0.30582436490000225;-0.0025834862999992905;0.3213692169999985;0.008068402000000264;1.2643538972000035;-0.038502297600003066;-0.26036267869999896;0.01661686579999884;0.02258975589999817
-0.09375252140000151;0.17814022859999948;-0.03636512410000141;-0.15577561100000073;-0.1510156967000011;-0.07298806170000365;1.384315937300005;-0.2532950178000046;0.056177706799998825;-0.011899248399999356
0.3767228917000002;0.8629320214000039;0.10239312389999963;0.19803328499999936;-0.1325617595000006;-0.2655574267000007;-0.46989342329999867;-1.5419775025999904;-0.2571508123000015;-0.6563383400999989
-0.8162296983999993;0.2960100994999948;-1.0277124219000011;-0.36345167269999606;-0.6621999271999941;0.10748214320000032;0.02780601079999993;-1.3966159595999985;0.24489924279999986;-1.6906941064999936
0.002735517299999992;0.0821524480999998;0.2922475665000009;0.2752974674000016;-0.6085811590999977;0.3371619313999998;-0.6444309984999956;-0.9110435357000003;-0.9951855996000004;-0.5785531527999972
-0.6011255788000003;-0.1761945915999985;0.1459791206000011;-0.6036318601999996;0.6844398606000007;0.14526113599999887;-1.0269500724000098;-0.953701997900001;-1.201853054500006;-0.5882731073999964
-0.14233513499999967;0.09111516540000127;0.03293592769999988;-0.09970026380000081;1.630186194799994;-0.05664538279999785;-0.22375400439999696;-0.07108586059999988;-0.08066268720000001;-0.17176081569999962
